label,area,eccentricity,solidity,mean_intensity,centroid-0,centroid-1
1,170.0,0.4923992079520286,0.9550561797752809,0.86525958776474,14.176470588235293,98.08235294117647
2,97.0,0.212624752177695,0.9797979797979798,0.8261169195175171,32.98969072164948,177.88659793814432
3,161.0,0.7041127840918382,0.9415204678362573,0.6203385591506958,45.006211180124225,131.04347826086956
4,115.0,0.7748627939367901,0.9349593495934959,0.8291900753974915,60.84347826086957,177.17391304347825
5,98.0,0.3315507238092276,0.98,0.756102442741394,102.12244897959184,225.92857142857142
6,109.0,0.3933898942033126,0.9316239316239316,0.5760028958320618,118.88990825688073,240.12844036697248
7,285.0,0.7983391413419578,0.9193548387096774,0.7518678903579712,150.21052631578948,106.28421052631579
8,95.0,0.6262242910851495,1.0,0.8184107542037964,191.0,60.0
9,141.0,0.23614030921316856,0.9724137931034482,0.6892504692077637,241.0212765957447,159.93617021276594
