epoch,loss,val_dice,val_iou
1,0.36068787523545326,0.9180492281913757,0.8486269354820252
2,0.025151293096132576,0.9689974844455719,0.9398849248886109
3,0.012576530314981937,0.9659258842468261,0.9341565132141113
4,0.0123471389291808,0.9718443632125855,0.9452582478523255
5,0.011773649760289117,0.978568720817566,0.9580544054508209
6,0.009472985786851495,0.9700748920440674,0.9419544875621796
7,0.00828081601066515,0.9876311182975769,0.9755841732025147
8,0.006554228335153312,0.9891679525375366,0.9785817742347718
